season,year,month,hour,holiday,weekday,workingday,weather,temp,humidity,windspeed,count
3,0,8,13,0,2,1,1,0.76,0.48,0.2985,5.2574953720277815
3,0,8,14,0,2,1,1,0.76,0.45,0.4179,5.204006687076795
3,0,8,15,0,2,1,1,0.8,0.41,0.2985,5.0689042022202315
3,0,8,16,0,2,1,1,0.8,0.41,0.2239,5.713732805509369
3,0,8,17,0,2,1,1,0.76,0.45,0.3284,6.396929655216146
3,0,8,18,0,2,1,1,0.76,0.45,0.2239,6.345636360828596
3,0,8,19,0,2,1,1,0.74,0.48,0.19399999999999998,5.929589143389895
3,0,8,20,0,2,1,1,0.74,0.51,0.0,5.634789603169249
3,0,8,21,0,2,1,1,0.72,0.54,0.0,5.3706380281276624
3,0,8,22,0,2,1,1,0.7,0.61,0.0,5.0238805208462765
3,0,8,23,0,2,1,1,0.66,0.65,0.1343,4.343805421853684
3,0,8,0,0,3,1,1,0.66,0.69,0.0896,3.1780538303479458
3,0,8,1,0,3,1,1,0.64,0.73,0.1642,2.6390573296152584
3,0,8,2,0,3,1,1,0.66,0.69,0.0,1.791759469228055
3,0,8,3,0,3,1,1,0.64,0.78,0.0,1.6094379124341003
3,0,8,4,0,3,1,1,0.64,0.73,0.0,1.6094379124341003
3,0,8,5,0,3,1,1,0.64,0.73,0.0,3.332204510175204
3,0,8,6,0,3,1,1,0.62,0.78,0.0,4.653960350157523
3,0,8,7,0,3,1,1,0.66,0.65,0.0896,5.730099782973574
3,0,8,8,0,3,1,1,0.7,0.54,0.1642,6.18826412308259
3,0,8,9,0,3,1,1,0.74,0.48,0.0896,5.342334251964811
3,0,8,10,0,3,1,1,0.76,0.43,0.0896,4.770684624465665
3,0,8,11,0,3,1,1,0.78,0.43,0.1045,4.852030263919617
3,0,8,12,0,3,1,1,0.8,0.43,0.2836,5.241747015059643
3,0,8,13,0,3,1,1,0.8,0.41,0.19399999999999998,5.170483995038151
3,0,8,14,0,3,1,1,0.82,0.36,0.1642,5.2574953720277815
3,0,8,15,0,3,1,1,0.8,0.43,0.1343,5.0689042022202315
3,0,8,16,0,3,1,1,0.82,0.43,0.2239,5.703782474656201
3,0,8,17,0,3,1,1,0.8,0.49,0.2239,6.313548046277095
3,0,8,18,0,3,1,1,0.76,0.55,0.2537,6.320768294250582
3,0,8,19,0,3,1,1,0.76,0.55,0.2239,5.849324779946859
3,0,8,20,0,3,1,1,0.74,0.58,0.2537,5.634789603169249
3,0,8,21,0,3,1,1,0.72,0.62,0.2239,5.438079308923196
3,0,8,22,0,3,1,1,0.7,0.65,0.19399999999999998,5.14166355650266
3,0,8,23,0,3,1,1,0.7,0.65,0.2836,4.653960350157523
3,0,8,0,0,4,1,1,0.68,0.65,0.1343,4.02535169073515
3,0,8,1,0,4,1,2,0.66,0.65,0.1642,3.1780538303479458
3,0,8,2,0,4,1,1,0.66,0.65,0.2239,1.791759469228055
3,0,8,3,0,4,1,1,0.66,0.69,0.2836,1.791759469228055
3,0,8,4,0,4,1,1,0.64,0.73,0.2239,2.1972245773362196
3,0,8,5,0,4,1,1,0.64,0.78,0.2836,3.295836866004329
3,0,8,6,0,4,1,2,0.64,0.78,0.2537,4.634728988229636
3,0,8,7,0,4,1,1,0.64,0.78,0.2985,5.730099782973574
3,0,8,8,0,4,1,1,0.66,0.74,0.2836,6.040254711277414
3,0,8,9,0,4,1,1,0.72,0.66,0.2537,5.429345628954441
3,0,8,10,0,4,1,1,0.74,0.66,0.2537,4.859812404361672
3,0,8,11,0,4,1,1,0.76,0.58,0.2537,4.948759890378168
3,0,8,12,0,4,1,1,0.8,0.52,0.2836,5.153291594497779
3,0,8,13,0,4,1,1,0.8,0.52,0.3582,5.231108616854587
3,0,8,14,0,4,1,1,0.82,0.46,0.3284,5.204006687076795
3,0,8,15,0,4,1,1,0.8,0.46,0.3582,5.159055299214529
3,0,8,16,0,4,1,1,0.8,0.46,0.3582,5.501258210544727
3,0,8,17,0,4,1,3,0.8,0.46,0.2985,6.013715156042802
3,0,8,18,0,4,1,3,0.76,0.55,0.2537,5.6131281063880705
3,0,8,19,0,4,1,1,0.66,0.83,0.1045,4.948759890378168
3,0,8,20,0,4,1,1,0.66,0.83,0.1045,5.10594547390058
3,0,8,21,0,4,1,2,0.68,0.79,0.0,5.003946305945459
3,0,8,22,0,4,1,2,0.7,0.74,0.1045,4.90527477843843
3,0,8,23,0,4,1,2,0.7,0.74,0.1343,4.736198448394496
3,0,8,0,0,5,1,3,0.68,0.69,0.19399999999999998,4.127134385045092
3,0,8,1,0,5,1,3,0.64,0.89,0.0,2.995732273553991
3,0,8,2,0,5,1,3,0.64,0.83,0.0,2.0794415416798357
3,0,8,3,0,5,1,1,0.64,0.78,0.0,1.0986122886681098
3,0,8,4,0,5,1,1,0.64,0.83,0.0,2.0794415416798357
3,0,8,5,0,5,1,1,0.64,0.83,0.0,2.833213344056216
3,0,8,6,0,5,1,1,0.64,0.83,0.0,4.532599493153256
3,0,8,7,0,5,1,2,0.66,0.83,0.0896,5.572154032177765
3,0,8,8,0,5,1,2,0.66,0.83,0.0,5.986452005284438
3,0,8,9,0,5,1,1,0.7,0.65,0.1343,5.384495062789089
3,0,8,10,0,5,1,1,0.72,0.62,0.0896,5.10594547390058
3,0,8,11,0,5,1,2,0.72,0.66,0.0896,5.10594547390058
3,0,8,12,0,5,1,2,0.74,0.62,0.0896,5.402677381872279
3,0,8,13,0,5,1,2,0.76,0.62,0.19399999999999998,5.44673737166631
3,0,8,14,0,5,1,1,0.78,0.55,0.19399999999999998,5.393627546352362
3,0,8,15,0,5,1,1,0.8,0.49,0.1045,5.402677381872279
3,0,8,16,0,5,1,1,0.8,0.49,0.0,5.7899601708972535
3,0,8,17,0,5,1,1,0.76,0.58,0.5224,6.267200548541362
3,0,8,18,0,5,1,1,0.76,0.58,0.5224,6.052089168924417
3,0,8,19,0,5,1,3,0.62,0.73,0.4627,5.10594547390058
3,0,8,20,0,5,1,3,0.62,0.83,0.2985,4.060443010546419
3,0,8,21,0,5,1,1,0.62,0.83,0.1343,4.672828834461906
3,0,8,22,0,5,1,1,0.6,0.88,0.1343,4.804021044733257
3,0,8,23,0,5,1,2,0.6,0.88,0.0896,4.663439094112067
3,0,8,0,0,6,0,1,0.6,0.88,0.0,4.852030263919617
3,0,8,1,0,6,0,1,0.62,0.83,0.0,3.8501476017100584
3,0,8,2,0,6,0,1,0.62,0.78,0.0,4.23410650459726
3,0,8,3,0,6,0,1,0.62,0.78,0.0,3.9318256327243257
3,0,8,4,0,6,0,2,0.6,0.88,0.0,1.9459101490553132
3,0,8,5,0,6,0,1,0.6,0.83,0.0,2.0794415416798357
3,0,8,6,0,6,0,2,0.6,0.83,0.1343,3.1780538303479458
3,0,8,7,0,6,0,1,0.62,0.83,0.0,3.784189633918261
3,0,8,8,0,6,0,1,0.66,0.69,0.0,4.890349128221754
3,0,8,9,0,6,0,1,0.7,0.65,0.0,5.247024072160486
3,0,8,10,0,6,0,1,0.72,0.62,0.1045,5.723585101952381
3,0,8,11,0,6,0,1,0.72,0.58,0.0,5.823045895483019
3,0,8,12,0,6,0,1,0.74,0.58,0.1343,6.013715156042802
3,0,8,13,0,6,0,1,0.76,0.55,0.1343,5.934894195619588
3,0,8,14,0,6,0,1,0.8,0.49,0.19399999999999998,5.926926025970411
3,0,8,15,0,6,0,1,0.8,0.43,0.19399999999999998,5.966146739123692
3,0,8,16,0,6,0,1,0.8,0.46,0.19399999999999998,5.921578419643816
3,0,8,17,0,6,0,1,0.8,0.49,0.19399999999999998,5.948034989180646
3,0,8,18,0,6,0,1,0.76,0.58,0.2537,5.976350909297934
3,0,8,19,0,6,0,1,0.74,0.62,0.19399999999999998,5.673323267171493
3,0,8,20,0,6,0,1,0.74,0.62,0.2239,5.5134287461649825
3,0,8,21,0,6,0,1,0.72,0.7,0.2239,5.41610040220442
3,0,8,22,0,6,0,2,0.7,0.74,0.19399999999999998,5.407171771460119
3,0,8,23,0,6,0,1,0.7,0.74,0.1343,5.056245805348308
3,0,8,0,0,0,0,1,0.7,0.74,0.19399999999999998,4.30406509320417
3,0,8,1,0,0,0,1,0.68,0.79,0.2239,4.454347296253507
3,0,8,2,0,0,0,1,0.68,0.79,0.19399999999999998,4.1588830833596715
3,0,8,3,0,0,0,1,0.66,0.83,0.2239,3.9318256327243257
3,0,8,4,0,0,0,1,0.68,0.83,0.2239,1.791759469228055
3,0,8,5,0,0,0,1,0.66,0.89,0.2985,2.0794415416798357
3,0,8,6,0,0,0,1,0.66,0.89,0.2836,2.6390573296152584
3,0,8,7,0,0,0,1,0.68,0.83,0.2985,3.4339872044851463
3,0,8,8,0,0,0,1,0.7,0.79,0.2239,4.5217885770490405
3,0,8,9,0,0,0,1,0.72,0.74,0.2239,5.442417710521793
3,0,8,10,0,0,0,1,0.74,0.74,0.2537,5.6131281063880705
3,0,8,11,0,0,0,1,0.8,0.63,0.2836,5.746203190540153
3,0,8,12,0,0,0,1,0.82,0.59,0.2836,5.924255797414532
3,0,8,13,0,0,0,1,0.8,0.59,0.4179,5.736572297479192
3,0,8,14,0,0,0,3,0.7,0.79,0.3881,5.459585514144159
3,0,8,15,0,0,0,1,0.7,0.84,0.2836,4.219507705176107
3,0,8,16,0,0,0,1,0.72,0.79,0.1642,5.552959584921617
3,0,8,17,0,0,0,1,0.72,0.79,0.1343,5.598421958998375
3,0,8,18,0,0,0,1,0.72,0.79,0.2537,5.739792912179234
3,0,8,19,0,0,0,1,0.72,0.7,0.2537,5.641907070938114
3,0,8,20,0,0,0,1,0.7,0.79,0.2537,5.198497031265826
3,0,8,21,0,0,0,1,0.7,0.79,0.2537,4.927253685157205
3,0,8,22,0,0,0,2,0.7,0.79,0.19399999999999998,4.897839799950911
3,0,8,23,0,0,0,1,0.7,0.74,0.1642,4.219507705176107
3,0,8,0,0,1,1,1,0.68,0.79,0.1642,3.6888794541139363
3,0,8,1,0,1,1,1,0.68,0.79,0.0896,3.044522437723423
3,0,8,2,0,1,1,2,0.7,0.65,0.1045,2.0794415416798357
3,0,8,3,0,1,1,3,0.7,0.65,0.1343,1.6094379124341003
3,0,8,4,0,1,1,1,0.68,0.65,0.19399999999999998,2.4849066497880004
3,0,8,5,0,1,1,1,0.66,0.65,0.3582,3.1780538303479458
3,0,8,6,0,1,1,1,0.66,0.61,0.2985,4.718498871295094
3,0,8,7,0,1,1,1,0.66,0.61,0.3284,5.638354669333745
3,0,8,8,0,1,1,1,0.66,0.61,0.3284,5.860786223465865
3,0,8,9,0,1,1,1,0.68,0.54,0.2537,5.231108616854587
3,0,8,10,0,1,1,1,0.7,0.48,0.2836,4.795790545596741
3,0,8,11,0,1,1,1,0.72,0.34,0.3284,4.875197323201151
3,0,8,12,0,1,1,1,0.74,0.35,0.3881,5.332718793265369
3,0,8,13,0,1,1,1,0.74,0.3,0.4627,5.3230099791384085
3,0,8,14,0,1,1,1,0.74,0.3,0.3881,5.41610040220442
3,0,8,15,0,1,1,1,0.74,0.3,0.2985,5.293304824724492
3,0,8,16,0,1,1,1,0.74,0.3,0.3881,5.768320995793772
3,0,8,17,0,1,1,1,0.74,0.27,0.3284,6.3818160174060985
3,0,8,18,0,1,1,1,0.72,0.28,0.2985,6.411818267709897
3,0,8,19,0,1,1,1,0.7,0.3,0.2836,6.030685260261263
3,0,8,20,0,1,1,1,0.66,0.34,0.19399999999999998,5.5909869805108565
3,0,8,21,0,1,1,1,0.64,0.38,0.19399999999999998,5.337538079701318
3,0,8,22,0,1,1,1,0.64,0.38,0.2985,5.030437921392435
3,0,8,23,0,1,1,1,0.62,0.41,0.2537,4.1588830833596715
3,0,8,0,0,2,1,1,0.6,0.43,0.19399999999999998,3.5553480614894135
3,0,8,1,0,2,1,1,0.58,0.49,0.19399999999999998,2.9444389791664403
3,0,8,2,0,2,1,1,0.56,0.52,0.19399999999999998,1.791759469228055
3,0,8,3,0,2,1,1,0.56,0.52,0.2836,1.791759469228055
3,0,8,4,0,2,1,1,0.54,0.56,0.1642,1.6094379124341003
3,0,8,5,0,2,1,1,0.54,0.56,0.19399999999999998,3.58351893845611
3,0,8,6,0,2,1,1,0.54,0.6,0.19399999999999998,4.736198448394496
3,0,8,7,0,2,1,1,0.6,0.49,0.19399999999999998,5.840641657373398
3,0,8,8,0,2,1,2,0.62,0.5,0.0,6.222576268071369
3,0,8,9,0,2,1,2,0.66,0.44,0.0,5.41610040220442
3,0,8,10,0,2,1,1,0.7,0.37,0.0,4.997212273764115
3,0,8,11,0,2,1,1,0.7,0.34,0.1045,5.225746673713202
3,0,8,12,0,2,1,1,0.7,0.39,0.0896,5.4680601411351315
3,0,8,13,0,2,1,1,0.72,0.3,0.1045,5.455321115357702
3,0,8,14,0,2,1,1,0.72,0.3,0.0896,6.478509642208569
3,0,8,15,0,2,1,1,0.72,0.34,0.2239,6.398594934535208
3,0,8,16,0,2,1,1,0.72,0.32,0.1343,6.095824562432225
3,0,8,17,0,2,1,1,0.72,0.34,0.2239,6.156978985585555
3,0,8,18,0,2,1,1,0.72,0.34,0.19399999999999998,6.251903883165888
3,0,8,19,0,2,1,1,0.66,0.5,0.2239,5.905361848054571
3,0,8,20,0,2,1,1,0.64,0.53,0.2537,5.560681631015528
3,0,8,21,0,2,1,1,0.62,0.57,0.0,5.351858133476067
3,0,8,22,0,2,1,1,0.62,0.57,0.1343,5.25227342804663
3,0,8,23,0,2,1,1,0.62,0.61,0.1343,4.382026634673881
3,0,8,0,0,3,1,1,0.62,0.57,0.1343,3.6375861597263857
3,0,8,1,0,3,1,1,0.6,0.6,0.1045,3.1780538303479458
3,0,8,2,0,3,1,1,0.58,0.68,0.1343,1.791759469228055
3,0,8,3,0,3,1,1,0.58,0.68,0.1343,0.0
3,0,8,4,0,3,1,1,0.56,0.73,0.1045,1.9459101490553132
3,0,8,5,0,3,1,1,0.56,0.73,0.1045,3.295836866004329
3,0,8,6,0,3,1,1,0.56,0.73,0.0,4.68213122712422
3,0,8,7,0,3,1,1,0.6,0.64,0.0896,5.730099782973574
3,0,8,8,0,3,1,1,0.62,0.69,0.1343,6.148468295917647
3,0,8,9,0,3,1,1,0.64,0.69,0.2537,5.3612921657094255
3,0,8,10,0,3,1,1,0.7,0.58,0.2836,4.983606621708336
3,0,8,11,0,3,1,1,0.72,0.54,0.2985,5.220355825078324
3,0,8,12,0,3,1,1,0.74,0.55,0.3284,5.459585514144159
3,0,8,13,0,3,1,1,0.76,0.48,0.4179,5.4638318050256105
3,0,8,14,0,3,1,1,0.76,0.48,0.4179,5.318119993844216
3,0,8,15,0,3,1,1,0.76,0.48,0.4478,5.318119993844216
3,0,8,16,0,3,1,1,0.76,0.52,0.4179,5.602118820879701
3,0,8,17,0,3,1,1,0.76,0.52,0.3582,6.340359303727752
3,0,8,18,0,3,1,1,0.74,0.55,0.2985,6.431331081933479
3,0,8,19,0,3,1,1,0.74,0.55,0.2985,6.0867747269123065
3,0,8,20,0,3,1,1,0.72,0.58,0.2985,5.811140992976701
3,0,8,21,0,3,1,1,0.7,0.61,0.3582,5.4638318050256105
3,0,8,22,0,3,1,1,0.7,0.65,0.3582,5.198497031265826
3,0,8,23,0,3,1,1,0.68,0.69,0.2985,4.248495242049359
3,0,8,0,0,4,1,1,0.68,0.74,0.2985,3.9512437185814275
3,0,8,1,0,4,1,1,0.68,0.69,0.3881,2.70805020110221
3,0,8,2,0,4,1,1,0.68,0.69,0.3881,1.6094379124341003
3,0,8,3,0,4,1,1,0.66,0.74,0.3284,1.3862943611198906
3,0,8,4,0,4,1,1,0.66,0.78,0.3881,1.9459101490553132
3,0,8,5,0,4,1,1,0.66,0.83,0.4179,3.258096538021482
3,0,8,6,0,4,1,1,0.66,0.83,0.3284,4.624972813284271
3,0,8,7,0,4,1,2,0.68,0.79,0.3284,5.746203190540153
3,0,8,8,0,4,1,2,0.7,0.74,0.2985,6.182084906716632
3,0,8,9,0,4,1,2,0.72,0.7,0.2985,5.087596335232384
3,0,8,10,0,4,1,2,0.74,0.66,0.2985,4.955827057601261
3,0,8,11,0,4,1,3,0.7,0.79,0.0,5.017279836814924
3,0,8,12,0,4,1,3,0.7,0.79,0.0,3.713572066704308
3,0,8,13,0,4,1,1,0.7,0.79,0.1045,3.6109179126442243
3,0,8,14,0,4,1,2,0.72,0.74,0.0,4.727387818712341
3,0,8,15,0,4,1,2,0.74,0.7,0.0,4.882801922586371
3,0,8,16,0,4,1,1,0.72,0.84,0.0,4.795790545596741
3,0,8,17,0,4,1,1,0.72,0.84,0.0,5.7430031878094825
3,0,8,18,0,4,1,2,0.72,0.84,0.1343,6.0112671744041615
3,0,8,19,0,4,1,2,0.66,0.78,0.3284,5.605802066295998
3,0,8,20,0,4,1,1,0.64,0.78,0.3582,5.41610040220442
3,0,8,21,0,4,1,1,0.64,0.78,0.2836,5.231108616854587
3,0,8,22,0,4,1,1,0.62,0.83,0.0,4.990432586778736
3,0,8,23,0,4,1,1,0.62,0.83,0.0896,4.430816798843313
3,0,8,0,0,5,1,1,0.62,0.83,0.1343,3.9318256327243257
3,0,8,1,0,5,1,1,0.62,0.83,0.0,3.1354942159291497
3,0,8,2,0,5,1,1,0.62,0.88,0.1343,2.995732273553991
3,0,8,3,0,5,1,1,0.6,0.88,0.1045,2.3978952727983707
3,0,8,4,0,5,1,1,0.62,0.88,0.0,2.0794415416798357
3,0,8,5,0,5,1,2,0.62,0.88,0.0,3.258096538021482
3,0,8,6,0,5,1,1,0.62,0.88,0.0,4.653960350157523
3,0,8,7,0,5,1,1,0.64,0.83,0.0,5.583496308781699
3,0,8,8,0,5,1,1,0.66,0.83,0.1045,6.0014148779611505
3,0,8,9,0,5,1,1,0.7,0.74,0.0,5.438079308923196
3,0,8,10,0,5,1,1,0.74,0.66,0.0896,4.812184355372417
3,0,8,11,0,5,1,2,0.76,0.62,0.0,5.365976015021851
3,0,8,12,0,5,1,2,0.76,0.66,0.1045,5.493061443340548
3,0,8,13,0,5,1,2,0.78,0.59,0.1045,5.4680601411351315
3,0,8,14,0,5,1,1,0.8,0.59,0.0,5.389071729816501
3,0,8,15,0,5,1,2,0.8,0.59,0.19399999999999998,5.517452896464707
3,0,8,16,0,5,1,1,0.78,0.62,0.1045,5.8377304471659395
3,0,8,17,0,5,1,1,0.74,0.74,0.2537,6.192362489474872
3,0,8,18,0,5,1,2,0.74,0.74,0.1343,6.016157159698354
3,0,8,19,0,5,1,1,0.72,0.79,0.1045,5.66988092298052
3,0,8,20,0,5,1,1,0.72,0.79,0.0896,5.402677381872279
3,0,8,21,0,5,1,1,0.72,0.79,0.1642,5.247024072160486
3,0,8,22,0,5,1,1,0.72,0.79,0.1045,5.0238805208462765
3,0,8,23,0,5,1,1,0.7,0.84,0.0896,4.912654885736052
3,0,8,0,0,6,0,1,0.7,0.84,0.1045,4.976733742420574
3,0,8,1,0,6,0,1,0.7,0.84,0.1642,4.1588830833596715
3,0,8,2,0,6,0,1,0.7,0.84,0.19399999999999998,4.343805421853684
3,0,8,3,0,6,0,2,0.7,0.84,0.2239,3.4011973816621555
3,0,8,4,0,6,0,2,0.7,0.84,0.2239,1.3862943611198906
3,0,8,5,0,6,0,2,0.7,0.84,0.2985,2.4849066497880004
3,0,8,6,0,6,0,2,0.7,0.84,0.2985,2.8903717578961645
3,0,8,7,0,6,0,2,0.7,0.84,0.3582,3.332204510175204
3,0,8,8,0,6,0,2,0.7,0.84,0.2537,4.330733340286331
3,0,8,9,0,6,0,2,0.7,0.84,0.4179,5.049856007249537
3,0,8,10,0,6,0,2,0.7,0.79,0.4627,5.3230099791384085
3,0,8,11,0,6,0,3,0.66,0.89,0.4179,4.477336814478207
3,0,8,12,0,6,0,3,0.66,0.83,0.4925,4.330733340286331
3,0,8,13,0,6,0,3,0.66,0.83,0.3881,3.7612001156935624
3,0,8,14,0,6,0,3,0.64,0.89,0.5522,3.1354942159291497
3,0,8,15,0,6,0,3,0.64,0.89,0.5522,3.4011973816621555
3,0,8,16,0,6,0,3,0.64,0.89,0.5224,3.1780538303479458
3,0,8,17,0,6,0,3,0.64,0.89,0.8358,2.772588722239781
3,0,8,7,0,0,0,3,0.62,0.83,0.3582,0.0
3,0,8,8,0,0,0,3,0.62,0.83,0.4179,2.0794415416798357
3,0,8,9,0,0,0,1,0.66,0.74,0.4179,3.970291913552122
3,0,8,10,0,0,0,1,0.7,0.61,0.6119,4.955827057601261
3,0,8,11,0,0,0,1,0.7,0.58,0.3881,5.4680601411351315
3,0,8,12,0,0,0,1,0.74,0.51,0.3881,5.723585101952381
3,0,8,13,0,0,0,1,0.76,0.45,0.3582,6.066108090103747
3,0,8,14,0,0,0,1,0.78,0.43,0.4179,6.102558594613569
3,0,8,15,0,0,0,1,0.78,0.43,0.3582,6.150602768446279
3,0,8,16,0,0,0,1,0.8,0.36,0.3881,6.19644412779452
3,0,8,17,0,0,0,1,0.76,0.4,0.2985,5.986452005284438
3,0,8,18,0,0,0,1,0.74,0.42,0.2239,5.996452088619021
3,0,8,19,0,0,0,1,0.72,0.48,0.1045,5.958424693029782
3,0,8,20,0,0,0,1,0.72,0.45,0.1045,5.365976015021851
3,0,8,21,0,0,0,1,0.66,0.61,0.1343,5.225746673713202
3,0,8,22,0,0,0,1,0.64,0.69,0.1045,4.584967478670572
3,0,8,23,0,0,0,1,0.62,0.73,0.1045,4.1588830833596715
3,0,8,0,0,1,1,1,0.62,0.73,0.1045,3.5263605246161616
3,0,8,1,0,1,1,1,0.6,0.69,0.1045,2.995732273553991
3,0,8,2,0,1,1,1,0.6,0.69,0.19399999999999998,2.5649493574615367
3,0,8,3,0,1,1,1,0.6,0.69,0.1045,1.791759469228055
3,0,8,4,0,1,1,1,0.56,0.68,0.1343,1.0986122886681098
3,0,8,5,0,1,1,1,0.56,0.73,0.1343,2.833213344056216
3,0,8,6,0,1,1,1,0.56,0.73,0.1343,4.624972813284271
3,0,8,7,0,1,1,1,0.6,0.6,0.2239,5.648974238161206
3,0,8,8,0,1,1,1,0.62,0.57,0.2537,6.0014148779611505
3,0,8,9,0,1,1,1,0.62,0.53,0.2537,5.236441962829949
3,0,8,10,0,1,1,1,0.66,0.47,0.2239,4.74493212836325
3,0,8,11,0,1,1,1,0.66,0.47,0.1642,4.927253685157205
3,0,8,12,0,1,1,2,0.68,0.44,0.1642,5.332718793265369
3,0,8,13,0,1,1,2,0.7,0.39,0.0,5.384495062789089
3,0,8,14,0,1,1,1,0.7,0.42,0.0,5.204006687076795
3,0,8,15,0,1,1,1,0.7,0.42,0.1642,5.393627546352362
3,0,8,16,0,1,1,1,0.72,0.42,0.1642,5.641907070938114
3,0,8,17,0,1,1,2,0.7,0.47,0.2239,6.3818160174060985
3,0,8,18,0,1,1,1,0.66,0.47,0.2537,6.304448802421981
3,0,8,19,0,1,1,1,0.66,0.47,0.2537,5.905361848054571
3,0,8,20,0,1,1,1,0.64,0.53,0.1642,5.6240175061873385
3,0,8,21,0,1,1,1,0.64,0.53,0.19399999999999998,5.308267697401205
3,0,8,22,0,1,1,1,0.62,0.57,0.1343,4.955827057601261
3,0,8,23,0,1,1,1,0.6,0.6,0.0896,4.31748811353631
3,0,8,0,0,2,1,1,0.56,0.73,0.1343,3.295836866004329
3,0,8,1,0,2,1,1,0.56,0.68,0.1045,2.5649493574615367
3,0,8,2,0,2,1,1,0.54,0.73,0.1045,2.302585092994046
3,0,8,3,0,2,1,1,0.54,0.73,0.19399999999999998,1.3862943611198906
3,0,8,4,0,2,1,1,0.52,0.77,0.1642,1.791759469228055
3,0,8,5,0,2,1,1,0.52,0.77,0.0896,3.332204510175204
3,0,8,6,0,2,1,1,0.54,0.73,0.1045,4.77912349311153
3,0,8,7,0,2,1,1,0.56,0.68,0.1343,5.877735781779639
3,0,8,8,0,2,1,1,0.62,0.57,0.1343,6.20050917404269
3,0,8,9,0,2,1,1,0.66,0.5,0.2239,5.384495062789089
3,0,8,10,0,2,1,1,0.7,0.39,0.2239,4.919980925828125
3,0,8,11,0,2,1,1,0.72,0.37,0.19399999999999998,5.1647859739235145
3,0,8,12,0,2,1,1,0.72,0.37,0.0,5.4680601411351315
3,0,8,13,0,2,1,1,0.74,0.35,0.1045,5.43372200355424
3,0,8,14,0,2,1,1,0.74,0.33,0.1642,5.342334251964811
3,0,8,15,0,2,1,1,0.74,0.35,0.2239,5.278114659230517
3,0,8,16,0,2,1,1,0.74,0.37,0.1642,5.820082930352362
3,0,8,17,0,2,1,1,0.72,0.42,0.19399999999999998,6.415096959171596
3,0,8,18,0,2,1,1,0.7,0.45,0.1642,6.3561076606958915
3,0,8,19,0,2,1,1,0.66,0.5,0.0896,6.142037405587356
3,0,8,20,0,2,1,1,0.66,0.5,0.0,5.697093486505405
3,0,8,21,0,2,1,1,0.64,0.65,0.0896,5.407171771460119
3,0,8,22,0,2,1,1,0.62,0.61,0.0,4.962844630259907
3,0,8,23,0,2,1,1,0.62,0.61,0.0,4.532599493153256
3,0,8,0,0,3,1,1,0.6,0.69,0.0,3.4657359027997265
3,0,8,1,0,3,1,1,0.6,0.69,0.0,2.70805020110221
3,0,8,2,0,3,1,1,0.56,0.73,0.0,1.791759469228055
3,0,8,3,0,3,1,1,0.56,0.78,0.0,1.791759469228055
3,0,8,4,0,3,1,1,0.56,0.73,0.0,1.6094379124341003
3,0,8,5,0,3,1,1,0.54,0.83,0.0896,3.295836866004329
3,0,8,6,0,3,1,1,0.54,0.77,0.0,4.709530201312334
3,0,8,7,0,3,1,1,0.6,0.78,0.0,5.793013608384144
3,0,8,8,0,3,1,1,0.62,0.69,0.0,6.1463292576688975
3,0,8,9,0,3,1,1,0.64,0.69,0.0896,5.497168225293202
3,0,8,10,0,3,1,1,0.7,0.45,0.1045,4.927253685157205
3,0,8,11,0,3,1,1,0.72,0.42,0.1343,5.14166355650266
3,0,8,12,0,3,1,1,0.74,0.43,0.1343,5.560681631015528
3,0,8,13,0,3,1,1,0.74,0.37,0.1045,5.3981627015177525
3,0,8,14,0,3,1,1,0.74,0.4,0.1343,5.278114659230517
3,0,8,15,0,3,1,1,0.74,0.4,0.1343,5.147494476813453
3,0,8,16,0,3,1,1,0.74,0.42,0.1343,5.733341276897746
3,0,8,17,0,3,1,1,0.72,0.45,0.1343,6.410174881966167
3,0,8,18,0,3,1,1,0.7,0.51,0.2239,6.336825731146441
3,0,8,19,0,3,1,1,0.84,0.47,0.2537,6.100318952020064
3,0,8,20,0,3,1,1,0.66,0.57,0.1343,5.666426688112432
3,0,8,21,0,3,1,1,0.66,0.61,0.0896,5.303304908059076
3,0,8,22,0,3,1,1,0.64,0.69,0.0,5.056245805348308
3,0,8,23,0,3,1,1,0.6,0.78,0.1045,4.430816798843313
3,0,9,0,0,4,1,1,0.6,0.78,0.1045,3.9318256327243257
3,0,9,1,0,4,1,1,0.6,0.73,0.0896,3.044522437723423
3,0,9,2,0,4,1,1,0.58,0.78,0.0896,3.2188758248682006
3,0,9,3,0,4,1,1,0.58,0.78,0.0896,2.6390573296152584
3,0,9,4,0,4,1,1,0.56,0.83,0.0896,1.9459101490553132
3,0,9,5,0,4,1,1,0.56,0.73,0.0896,3.1354942159291497
3,0,9,6,0,4,1,1,0.6,0.78,0.0,4.653960350157523
3,0,9,7,0,4,1,1,0.6,0.78,0.0,5.834810737062605
3,0,9,8,0,4,1,1,0.62,0.73,0.1343,6.210600077024653
3,0,9,9,0,4,1,1,0.64,0.69,0.1045,5.332718793265369
3,0,9,10,0,4,1,1,0.68,0.61,0.1343,4.927253685157205
3,0,9,11,0,4,1,1,0.72,0.51,0.1343,5.2574953720277815
3,0,9,12,0,4,1,2,0.72,0.51,0.1343,5.43372200355424
3,0,9,13,0,4,1,2,0.72,0.48,0.0896,5.389071729816501
3,0,9,14,0,4,1,3,0.72,0.54,0.2537,5.288267030694535
